Section ;CHAPITRE;NOMENCLATURE;STATUT;CHAPITRE_LIB;ARTICLE;OPERATION;OPERATION_LIB;FONCTION;CODE_AXE_ANALYTIQUE_PROFONDEUR_1;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_1;CODE_AXE_ANALYTIQUE_PROFONDEUR_2;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_2;Réalisé total;SENS;SECTION;ANNEE
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;20.0;0111.; FINANCES;SERVICE-SUBV.; Service Subvention;168,69;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;20.0;0111.; FINANCES;HCV.; Hors compte ventilation;669,1;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;20.0;0120.; INFORMATIQUE;HCV.; Hors compte ventilation;172,49;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;20.0;0124.; URBANISME;DOMAINE-PUBLIC.; Domaine public ;52,8;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;20.0;0124.; URBANISME;MARCHE.; Marché;52,8;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;20.0;0124.; URBANISME;PROJETEUR.; Projeteur ;133,85;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;20.0;0124.; URBANISME;HCV.; Hors compte ventilation;395,84;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;20.0;0501.; CAMPING;HCV.; Hors compte ventilation;64,95;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;21.0;0102.; EDUCATION;HCV.; Hors compte ventilation;14,52;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;21.0;0106.; CTM;HCV.; Hors compte ventilation;14,13;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;21.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;4,1;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;22.0;0106.; CTM;LETTRAGE.; Service Lettrage;344,28;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;23.0;0106.; CTM;ELECTRICITE.; Service Électricité ;77,2;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;23.0;0106.; CTM;SERVICE-FESTIVITES.; Services Festivités ;446,51;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;23.0;0115.; PROTOCOLE;HCV.; Hors compte ventilation;373,17;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;25.0;0106.; CTM;HCV.; Hors compte ventilation;252,74;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;28.0;0106.; CTM;CORDERIE.; La Corderie ;143,15;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;28.0;0106.; CTM;COUVERTURE.; Service Couverture;208,48;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;28.0;0106.; CTM;ELECTRICITE.; Service Électricité ;459,12;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;28.0;0106.; CTM;MACONNERIE/PEINTURE.; Service Maçonnerie / peinture;460,32;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;28.0;0106.; CTM;MENUISERIE.; Service Menuiserie;440,94;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;28.0;0106.; CTM;HCV.; Hors compte ventilation;257,98;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;11.0;0117.; POLICE MUNICIPALE;GARDE-URBAIN.; gardes urbains;204,57;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;11.0;0117.; POLICE MUNICIPALE;HCV.; Hors compte ventilation;734,92;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;211.0;0102.; EDUCATION;MT.; JMOUL Maternelle Jean Moulin;498,32;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;211.0;0102.; EDUCATION;MT.; MOUET Maternelle les mouettes;375,65;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;211.0;0102.; EDUCATION;MT.; ROMBLY Maternelle Rombly;386,6;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;212.0;0102.; EDUCATION;PRMOUL.; Primaire Jean Moulin;105,09;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;281.0;0102.; EDUCATION;CUISINIER.; Cuisinier;263,79;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;281.0;0102.; EDUCATION;HCV.; Hors compte ventilation;286,7;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;281.0;0112.; JEUNESSE;CUISINIER.; Cuisinier;74,42;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;281.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;134,02;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;282.0;0116.; SPORT;HCV.; Hors compte ventilation;611,73;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;284.0;0121.; Développement durable;HCV.; Hors compte ventilation;201,03;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;311.0;0108.; ECOLE MUSIQUE;HCV.; Hors compte ventilation;446,75;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;311.0;0110.; EVENEMENTIEL;HCV.; Hors compte ventilation;979,19;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;313.0;0104.; MEDIATHEQUE;HCV.; Hors compte ventilation;386,2;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;314.0;0113.; MUSEE DE LA MARINE;HCV.; Hors compte ventilation;246,76;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;314.0;0114.; MUSEE QUENTOVIC;HCV.; Hors compte ventilation;251,1;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;315.0;0118.; ARCHIVES;HCV.; Hors compte ventilation;223,58;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;325.0;0116.; SPORT;CNC.; NEANT - Centre Nautique ;396,67;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;325.0;0116.; SPORT;HCV.; Hors compte ventilation;417,27;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;338.0;0112.; JEUNESSE;ACM.; Accueil Collectif de Mineur ;331,95;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;338.0;0112.; JEUNESSE;CYB.; Point Cyb;103,35;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;338.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;111,84;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;338.0;0112.; JEUNESSE;PACIFIC.; PACIFIC;231,46;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;338.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;1358,47;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;338.0;112.;112;HCV.; Hors compte ventilation;9,94;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;338.0;HCA.; Hors compte analytique;HCV.; Hors compte ventilation;0,99;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;412.0;0125.; PREVENTION ;HCV.; Hors compte ventilation;79,22;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;420.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;PRE.; Programme de Réussite Educative ;22,54;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;420.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;118,44;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;510.0;0106.; CTM;HCV.; Hors compte ventilation;120,68;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;511.0;0106.; CTM;FORET.; Service Forêt;325,64;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;511.0;0106.; CTM;HCV.; Hors compte ventilation;2240,24;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;518.0;0106.; CTM;SIGNALISATION.; Service Signalisation;318,83;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;555.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;124,09;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;59.0;0106.; CTM;HCV.; Hors compte ventilation;204,74;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;7222.0;0106.; CTM;HCV.; Hors compte ventilation;1203,23;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;80.0;0106.; CTM;MECA.; Service mécanique ;233,08;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;80.0;0106.; CTM;HCV.; Hors compte ventilation;127,6;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;830.0;0106.; CTM;TRANSPORT.; Service transport;214,53;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;845.0;0106.; CTM;VRD.; Service Voirie ;239,57;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6332.;;;854.0;1002.; DRH PORT DE PLAISANCE;HCV.; Hors compte ventilation;105,7;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;1.0;HCA.; Hors compte analytique;HCV.; Hors compte ventilation;13,35;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;AE.; Accueil / Etat civil;2099;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;JURIDIQUE.; Juridique ;1139,9;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;SECRETARIAT-GENERAL.; Secrétariat Général;1103,41;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;4335,39;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;1444,05;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0103.; BATIMENTS COMMUNAUX;CORDERIE.; La Corderie ;1075,68;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;2835,85;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0106.; CTM;Accueil-CTM.; Accueil CTM;1061,9;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0106.; CTM;MAGASIN.; Magasin CTM;1194,05;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0106.; CTM;HCV.; Hors compte ventilation;877,8;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0107.; DRH VILLE;HCV.; Hors compte ventilation;2932,17;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0111.; FINANCES;MP.; Marchés Publics ;531,7;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0111.; FINANCES;SERVICE-SUBV.; Service Subvention;768,6;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0111.; FINANCES;HCV.; Hors compte ventilation;3046,97;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0120.; INFORMATIQUE;HCV.; Hors compte ventilation;787,69;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0124.; URBANISME;DOMAINE-PUBLIC.; Domaine public ;240,44;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0124.; URBANISME;MARCHE.; Marché;240,44;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0124.; URBANISME;PROJETEUR.; Projeteur ;609,64;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0124.; URBANISME;HCV.; Hors compte ventilation;1787,64;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;20.0;0501.; CAMPING;HCV.; Hors compte ventilation;295,59;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;21.0;0102.; EDUCATION;HCV.; Hors compte ventilation;65,34;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;21.0;0106.; CTM;HCV.; Hors compte ventilation;69,45;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;21.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;18,42;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;22.0;0106.; CTM;LETTRAGE.; Service Lettrage;1570,92;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;23.0;0106.; CTM;ELECTRICITE.; Service Électricité ;353,08;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;23.0;0106.; CTM;SERVICE-FESTIVITES.; Services Festivités ;2032,31;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;23.0;0115.; PROTOCOLE;HCV.; Hors compte ventilation;1699,25;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;25.0;0106.; CTM;HCV.; Hors compte ventilation;1151,71;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;28.0;0106.; CTM;CORDERIE.; La Corderie ;652,44;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;28.0;0106.; CTM;COUVERTURE.; Service Couverture;950,11;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;28.0;0106.; CTM;ELECTRICITE.; Service Électricité ;2091,17;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;28.0;0106.; CTM;MACONNERIE/PEINTURE.; Service Maçonnerie / peinture;2097,77;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;28.0;0106.; CTM;MENUISERIE.; Service Menuiserie;2010,95;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;28.0;0106.; CTM;HCV.; Hors compte ventilation;1175,83;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;11.0;0117.; POLICE MUNICIPALE;GARDE-URBAIN.; gardes urbains;929,56;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;11.0;0117.; POLICE MUNICIPALE;HCV.; Hors compte ventilation;3347,94;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;211.0;0102.; EDUCATION;MT.; JMOUL Maternelle Jean Moulin;2269,64;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;211.0;0102.; EDUCATION;MT.; MOUET Maternelle les mouettes;1710,87;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;211.0;0102.; EDUCATION;MT.; ROMBLY Maternelle Rombly;1762,87;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;212.0;0102.; EDUCATION;PRMOUL.; Primaire Jean Moulin;478,67;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;281.0;0102.; EDUCATION;CUISINIER.; Cuisinier;1201,75;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;281.0;0102.; EDUCATION;HCV.; Hors compte ventilation;1306,74;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;281.0;0112.; JEUNESSE;CUISINIER.; Cuisinier;338,99;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;281.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;611,23;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;282.0;0116.; SPORT;HCV.; Hors compte ventilation;2786,42;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;284.0;0121.; Développement durable;HCV.; Hors compte ventilation;915,84;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;311.0;0108.; ECOLE MUSIQUE;HCV.; Hors compte ventilation;2036,29;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;311.0;0110.; EVENEMENTIEL;HCV.; Hors compte ventilation;4450,37;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;313.0;0104.; MEDIATHEQUE;HCV.; Hors compte ventilation;1761,17;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;314.0;0113.; MUSEE DE LA MARINE;HCV.; Hors compte ventilation;1123,9;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;314.0;0114.; MUSEE QUENTOVIC;HCV.; Hors compte ventilation;1143,77;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;315.0;0118.; ARCHIVES;HCV.; Hors compte ventilation;1018,84;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;325.0;0116.; SPORT;CNC.; NEANT - Centre Nautique ;1802,4;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;325.0;0116.; SPORT;HCV.; Hors compte ventilation;1900,79;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;338.0;0112.; JEUNESSE;ACM.; Accueil Collectif de Mineur ;1511,75;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;338.0;0112.; JEUNESSE;CYB.; Point Cyb;470,86;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;338.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;509,53;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;338.0;0112.; JEUNESSE;PACIFIC.; PACIFIC;1054,54;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;338.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;4996,08;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;338.0;112.;112;HCV.; Hors compte ventilation;52,72;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;338.0;HCA.; Hors compte analytique;HCV.; Hors compte ventilation;4,45;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;412.0;0125.; PREVENTION ;HCV.; Hors compte ventilation;361,2;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;420.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;PRE.; Programme de Réussite Educative ;103,94;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;420.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;539,54;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;510.0;0106.; CTM;HCV.; Hors compte ventilation;549,73;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;511.0;0106.; CTM;FORET.; Service Forêt;1483,36;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;511.0;0106.; CTM;HCV.; Hors compte ventilation;10205,37;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;518.0;0106.; CTM;SIGNALISATION.; Service Signalisation;1452,11;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;555.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;564,97;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;59.0;0106.; CTM;HCV.; Hors compte ventilation;931,31;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;7222.0;0106.; CTM;HCV.; Hors compte ventilation;5261,16;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;80.0;0106.; CTM;MECA.; Service mécanique ;1061,65;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;80.0;0106.; CTM;HCV.; Hors compte ventilation;581,32;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;830.0;0106.; CTM;TRANSPORT.; Service transport;976,31;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;845.0;0106.; CTM;VRD.; Service Voirie ;1099,52;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6336.;;;854.0;1002.; DRH PORT DE PLAISANCE;HCV.; Hors compte ventilation;481,21;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;64111.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;AE.; Accueil / Etat civil;89643,93;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;64111.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;SECRETARIAT-GENERAL.; Secrétariat Général;57518,91;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;64111.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;103671,32;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;64111.;;;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;58831,56;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;64111.;;;20.0;0103.; BATIMENTS COMMUNAUX;CORDERIE.; La Corderie ;46494,66;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;64111.;;;20.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;109731,06;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;64111.;;;20.0;0106.; CTM;Accueil-CTM.; Accueil CTM;46310,96;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;64111.;;;20.0;0106.; CTM;MAGASIN.; Magasin CTM;52918,81;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;64111.;;;20.0;0106.; CTM;HCV.; Hors compte ventilation;16808,76;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;64111.;;;20.0;0107.; DRH VILLE;HCV.; Hors compte ventilation;133122,39;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;64111.;;;20.0;0111.; FINANCES;MP.; Marchés Publics ;23178,12;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;64111.;;;20.0;0111.; FINANCES;SERVICE-SUBV.; Service Subvention;33825,9;Dépense;Fonctionnement;2022.0
